3067,0,1,0.01
3068,0,1,0.01
3069,0,1,0.01
3070,0,1,0.01
3071,1,1,0.01
3072,1,1,0.01
3073,1,1,0.01
3074,1,1,0.01
3075,1,1,0.01
3076,1,1,0.01
3077,1,1,0.01
3078,1,1,0.01
3079,1,1,0.01
3080,1,1,0.01
3081,0,1,0.01
3082,0,1,0.01
3083,0,1,0.01
3084,0,1,0.01
3085,0,1,0.01
3086,0,1,0.01
3087,0,1,0.01
3088,0,1,0.01
3089,0,1,0.01
3090,0,1,0.01
3091,1,1,0.01
3092,1,1,0.01
3093,1,1,0.01
3094,1,1,0.01
3095,1,1,0.01
3096,1,1,0.01
3097,1,1,0.01
3098,1,1,0.01
3099,1,1,0.01
3100,1,1,0.01
3101,0,1,0.01
3102,0,1,0.01
3103,0,1,0.01
3104,0,1,0.01
3105,0,1,0.01
3106,0,1,0.01
3107,0,1,0.01
3108,0,1,0.01
3109,0,1,0.01
3110,0,1,0.01
3111,1,1,0.01
3112,1,1,0.01
3113,1,1,0.01
3114,1,1,0.01
3115,1,1,0.01
3116,1,1,0.01
3117,1,1,0.01
3118,1,1,0.01
3119,1,1,0.01
3120,1,1,0.01
3121,0,1,0.01
3122,0,1,0.01
3123,0,1,0.01
3124,0,1,0.01
3125,0,1,0.01
3126,0,1,0.01
3127,0,1,0.01
3128,0,1,0.01
3129,0,1,0.01
3130,0,1,0.01
3131,1,1,0.01
3132,1,1,0.01
3133,1,1,0.01
3134,1,1,0.01
3135,1,1,0.01
3136,1,1,0.01
3137,1,1,0.01
3138,1,1,0.01
3139,1,1,0.01
3140,1,1,0.01
3141,0,1,0.01
3142,0,1,0.01
3143,0,1,0.01
3144,0,1,0.01
3145,0,1,0.01
3146,0,1,0.01
3147,0,1,0.01
3148,0,1,0.01
3149,0,1,0.01
3150,0,1,0.01
3151,1,1,0.01
3152,1,1,0.01
3153,1,1,0.01
3154,1,1,0.01
3155,1,1,0.01
3156,1,1,0.01
3157,1,1,0.01
3158,1,1,0.01
3159,1,1,0.01
3160,1,1,0.01
3161,0,1,0.01
3162,0,1,0.01
3163,0,1,0.01
3164,0,1,0.01
3165,0,1,0.01
3166,0,1,0.01
3167,0,1,0.01
3168,0,1,0.01
3169,0,1,0.01
3170,0,1,0.01
3171,1,1,0.01
3172,1,1,0.01
3173,1,1,0.01
3174,1,1,0.01
3175,1,1,0.01
3176,1,1,0.01
3177,1,1,0.01
3178,1,1,0.01
3179,1,1,0.01
3180,1,1,0.01
3181,0,1,0.01
3182,0,1,0.01
3183,0,1,0.01
3184,0,1,0.01
3185,0,1,0.01
3186,0,1,0.01
3187,0,1,0.01
3188,0,1,0.01
3189,0,1,0.01
3190,0,1,0.01
3191,1,1,0.01
3192,1,1,0.01
3193,1,1,0.01
3194,1,1,0.01
3195,1,1,0.01
3196,1,1,0.01
3197,1,1,0.01
3198,1,1,0.01
3199,1,1,0.01
3200,1,1,0.01
3201,0,1,0.01
3202,0,1,0.01
3203,0,1,0.01
3204,0,1,0.01
3205,0,1,0.01
3206,0,1,0.01
3207,0,1,0.01
3208,0,1,0.01
3209,0,1,0.01
3210,0,1,0.01
3211,1,1,0.01
3212,1,1,0.01
3213,1,1,0.01
3214,1,1,0.01
3215,1,1,0.01
3216,1,1,0.01
3217,1,1,0.01
3218,1,1,0.01
3219,1,1,0.01
3220,1,1,0.01
3221,0,1,0.01
3222,0,1,0.01
3223,0,1,0.01
3224,0,1,0.01
3225,0,1,0.01
3226,0,1,0.01
3227,0,1,0.01
3228,0,1,0.01
3229,0,1,0.01
3230,0,1,0.01
3231,1,1,0.01
3232,1,1,0.01
3233,1,1,0.01
3234,1,1,0.01
3235,1,1,0.01
3236,1,1,0.01
3237,1,1,0.01
3238,1,1,0.01
3239,1,1,0.01
3240,1,1,0.01
3241,0,1,0.01
3242,0,1,0.01
3243,0,1,0.01
3244,0,1,0.01
3245,0,1,0.01
3246,0,1,0.01
3247,0,1,0.01
3248,0,1,0.01
3249,0,1,0.01
3250,0,1,0.01
3251,1,1,0.01
3252,1,1,0.01
3253,1,1,0.01
3254,1,1,0.01
3255,1,1,0.01
3256,1,1,0.01
3257,1,1,0.01
3258,1,1,0.01
3259,1,1,0.01
3260,1,1,0.01
3261,0,1,0.01
3262,0,1,0.01
3263,0,1,0.01
3264,0,1,0.01
3265,0,1,0.01
3266,0,1,0.01
3267,0,1,0.01
3268,0,1,0.01
3269,0,1,0.01
3270,0,1,0.01
3271,1,1,0.01
3272,1,1,0.01
3273,1,1,0.01
3274,1,1,0.01
3275,1,1,0.01
3276,1,1,0.01
3277,1,1,0.01
3278,1,1,0.01
3279,1,1,0.01
3280,1,1,0.01
3281,0,1,0.01
3282,0,1,0.01
3283,0,1,0.01
3284,0,1,0.01
3285,0,1,0.01
3286,0,1,0.01
3287,0,1,0.01
3288,0,1,0.01
3289,0,1,0.01
3290,0,1,0.01
3291,1,1,0.01
3292,1,1,0.01
3293,1,1,0.01
3294,1,1,0.01
3295,1,1,0.01
3296,1,1,0.01
3297,1,1,0.01
3298,1,1,0.01
3299,1,1,0.01
3300,1,1,0.01
3301,0,1,0.01
3302,0,1,0.01
3303,0,1,0.01
3304,0,1,0.01
3305,0,1,0.01
3306,0,1,0.01
3307,0,1,0.01
3308,0,1,0.01
3309,0,1,0.01
3310,0,1,0.01
3311,1,1,0.01
3312,1,1,0.01
3313,1,1,0.01
3314,1,1,0.01
3315,1,1,0.01
3316,1,1,0.01
3317,1,1,0.01
3318,1,1,0.01
3319,1,1,0.01
3320,1,1,0.01
3321,0,1,0.01
3322,0,1,0.01
3323,0,1,0.01
3324,0,1,0.01
3325,0,1,0.01
3326,0,1,0.01
