,0.04,,,,,
899,1,0.7,0.96,,,
900,1,0.7,0.97,,,
901,0,0.7,0.68,,,
902,0,0.7,0.47,,,
903,0,0.7,0.33,,,
904,0,0.7,0.23,,,
905,0,0.7,0.16,,,
906,0,0.7,0.11,,,
907,0,0.7,0.08,,,
908,0,0.7,0.05,,,
909,0,0.7,0.04,,,
910,0,0.7,0.03,,,
911,1,0.7,0.32,,,
912,1,0.7,0.53,,,
913,1,0.7,0.67,,,
914,1,0.7,0.77,,,
915,1,0.7,0.84,,,
916,1,0.7,0.89,,,
917,1,0.7,0.92,,,
918,1,0.7,0.95,,,
919,1,0.7,0.96,,,
920,1,0.7,0.97,,,
921,0,0.7,0.68,,,
922,0,0.7,0.47,,,
923,0,0.7,0.33,,,
924,0,0.7,0.23,,,
925,0,0.7,0.16,,,
926,0,0.7,0.11,,,
927,0,0.7,0.08,,,
928,0,0.7,0.05,,,
929,0,0.7,0.04,,,
930,0,0.7,0.03,,,
931,1,0.7,0.32,,,
932,1,0.7,0.53,,,
933,1,0.7,0.67,,,
934,1,0.7,0.77,,,
935,1,0.7,0.84,,,
936,1,0.7,0.89,,,
937,1,0.7,0.92,,,
938,1,0.7,0.95,,,
939,1,0.7,0.96,,,
940,1,0.7,0.97,,,
941,0,0.7,0.68,,,
942,0,0.7,0.47,,,
943,0,0.7,0.33,,,
944,0,0.7,0.23,,,
945,0,0.7,0.16,,,
946,0,0.7,0.11,,,
947,0,0.7,0.08,,,
948,0,0.7,0.05,,,
949,0,0.7,0.04,,,
950,0,0.7,0.03,,,
951,1,0.7,0.32,,,
952,1,0.7,0.53,,,
953,1,0.7,0.67,,,
954,1,0.7,0.77,,,
955,1,0.7,0.84,,,
956,1,0.7,0.89,,,
957,1,0.7,0.92,,,
958,1,0.7,0.95,,,
959,1,0.7,0.96,,,
960,1,0.7,0.97,,,
961,0,0.7,0.68,,,
962,0,0.7,0.47,,,
963,0,0.7,0.33,,,
964,0,0.7,0.23,,,
965,0,0.7,0.16,,,
966,0,0.7,0.11,,,
967,0,0.7,0.08,,,
968,0,0.7,0.05,,,
969,0,0.7,0.04,,,
970,0,0.7,0.03,,,
971,1,0.7,0.32,,,
972,1,0.7,0.53,,,
973,1,0.7,0.67,,,
974,1,0.7,0.77,,,
975,1,0.7,0.84,,,
976,1,0.7,0.89,,,
977,1,0.7,0.92,,,
978,1,0.7,0.95,,,
979,1,0.7,0.96,,,
980,1,0.7,0.97,,,
981,0,0.7,0.68,,,
982,0,0.7,0.47,,,
983,0,0.7,0.33,,,
984,0,0.7,0.23,,,
985,0,0.7,0.16,,,
986,0,0.7,0.11,,,
987,0,0.7,0.08,,,
988,0,0.7,0.05,,,
989,0,0.7,0.04,,,
990,0,0.7,0.03,,,
991,1,0.7,0.32,,,
992,1,0.7,0.53,,,
993,1,0.7,0.67,,,
994,1,0.7,0.77,,,
995,1,0.7,0.84,,,
996,1,0.7,0.89,,,
997,1,0.7,0.92,,,
998,1,0.7,0.95,,,
999,1,0.7,0.96,,,
1000,1,0.7,0.97,,,
1001,0,0.7,0.68,,,
1002,0,0.7,0.47,,,
1003,0,0.7,0.33,,,
1004,0,0.7,0.23,,,
1005,0,0.7,0.16,,,
1006,0,0.7,0.11,,,
1007,0,0.7,0.08,,,
1008,0,0.7,0.05,,,
1009,0,0.7,0.04,,,
1010,0,0.7,0.03,,,
1011,1,0.7,0.32,,,
1012,1,0.7,0.53,,,
1013,1,0.7,0.67,,,
1014,1,0.7,0.77,,,
1015,1,0.7,0.84,,,
1016,1,0.7,0.89,,,
1017,1,0.7,0.92,,,
1018,1,0.7,0.95,,,
1019,1,0.7,0.96,,,
1020,1,0.7,0.97,,,
1021,0,0.7,0.68,,,
1022,0,0.7,0.47,,,
1023,0,0.7,0.33,,,
1024,0,0.7,0.23,,,
1025,0,0.7,0.16,,,
1026,0,0.7,0.11,,,
1027,0,0.7,0.08,,,
1028,0,0.7,0.05,,,
1029,0,0.7,0.04,,,
1030,0,0.7,0.03,,,
1031,1,0.7,0.32,,,
1032,1,0.7,0.53,,,
1033,1,0.7,0.67,,,
1034,1,0.7,0.77,,,
1035,1,0.7,0.84,,,
1036,1,0.7,0.89,,,
1037,1,0.7,0.92,,,
1038,1,0.7,0.95,,,
1039,1,0.7,0.96,,,
1040,1,0.7,0.97,,,
1041,0,0.7,0.68,,,
1042,0,0.7,0.47,,,
1043,0,0.7,0.33,,,
1044,0,0.7,0.23,,,
1045,0,0.7,0.16,,,
1046,0,0.7,0.11,,,
1047,0,0.7,0.08,,,
1048,0,0.7,0.05,,,
1049,0,0.7,0.04,,,
1050,0,0.7,0.03,,,
1051,1,0.7,0.32,,,
1052,1,0.7,0.53,,,
1053,1,0.7,0.67,,,
1054,1,0.7,0.77,,,
1055,1,0.7,0.84,,,
1056,1,0.7,0.89,,,
1057,1,0.7,0.92,,,
1058,1,0.7,0.95,,,
1059,1,0.7,0.96,,,
1060,1,0.7,0.97,,,
1061,0,0.7,0.68,,,
1062,0,0.7,0.47,,,
1063,0,0.7,0.33,,,
1064,0,0.7,0.23,,,
1065,0,0.7,0.16,,,
1066,0,0.7,0.11,,,
1067,0,0.7,0.08,,,
1068,0,0.7,0.05,,,
1069,0,0.7,0.04,,,
1070,0,0.7,0.03,,,
1071,1,0.7,0.32,,,
1072,1,0.7,0.53,,,
1073,1,0.7,0.67,,,
1074,1,0.7,0.77,,,
1075,1,0.7,0.84,,,
1076,1,0.7,0.89,,,
1077,1,0.7,0.92,,,
1078,1,0.7,0.95,,,
1079,1,0.7,0.96,,,
1080,1,0.7,0.97,,,
1081,0,0.7,0.68,,,
1082,0,0.7,0.47,,,
1083,0,0.7,0.33,,,
1084,0,0.7,0.23,,,
1085,0,0.7,0.16,,,
1086,0,0.7,0.11,,,
1087,0,0.7,0.08,,,
1088,0,0.7,0.05,,,
1089,0,0.7,0.04,,,
1090,0,0.7,0.03,,,
1091,1,0.7,0.32,,,
1092,1,0.7,0.53,,,
1093,1,0.7,0.67,,,
1094,1,0.7,0.77,,,
1095,1,0.7,0.84,,,
1096,1,0.7,0.89,,,
1097,1,0.7,0.92,,,
1098,1,0.7,0.95,,,
1099,1,0.7,0.96,,,
1100,1,0.7,0.97,,,
1101,0,0.7,0.68,,,
1102,0,0.7,0.47,,,
1103,0,0.7,0.33,,,
1104,0,0.7,0.23,,,
1105,0,0.7,0.16,,,
1106,0,0.7,0.11,,,
1107,0,0.7,0.08,,,
1108,0,0.7,0.05,,,
1109,0,0.7,0.04,,,
1110,0,0.7,0.03,,,
1111,1,0.7,0.32,,,
1112,1,0.7,0.53,,,
1113,1,0.7,0.67,,,
1114,1,0.7,0.77,,,
1115,1,0.7,0.84,,,
1116,1,0.7,0.89,,,
1117,1,0.7,0.92,,,
1118,1,0.7,0.95,,,
1119,1,0.7,0.96,,,
1120,1,0.7,0.97,,,
1121,0,0.7,0.68,,,
1122,0,0.7,0.47,,,
1123,0,0.7,0.33,,,
1124,0,0.7,0.23,,,
1125,0,0.7,0.16,,,
1126,0,0.7,0.11,,,
1127,0,0.7,0.08,,,
1128,0,0.7,0.05,,,
1129,0,0.7,0.04,,,
1130,0,0.7,0.03,,,
1131,1,0.7,0.32,,,
1132,1,0.7,0.53,,,
1133,1,0.7,0.67,,,
1134,1,0.7,0.77,,,
1135,1,0.7,0.84,,,
1136,1,0.7,0.89,,,
1137,1,0.7,0.92,,,
1138,1,0.7,0.95,,,
1139,1,0.7,0.96,,,
1140,1,0.7,0.97,,,
1141,0,0.7,0.68,,,
1142,0,0.7,0.47,,,
1143,0,0.7,0.33,,,
1144,0,0.7,0.23,,,
1145,0,0.7,0.16,,,
1146,0,0.7,0.11,,,
1147,0,0.7,0.08,,,
1148,0,0.7,0.05,,,
1149,0,0.7,0.04,,,
1150,0,0.7,0.03,,,
1151,1,0.7,0.32,,,
1152,1,0.7,0.53,,,
1153,1,0.7,0.67,,,
1154,1,0.7,0.77,,,
1155,1,0.7,0.84,,,
1156,1,0.7,0.89,,,
1157,1,0.7,0.92,,,
1158,1,0.7,0.95,,,
1159,1,0.7,0.96,,,
1160,1,0.7,0.97,,,
1161,0,0.7,0.68,,,
1162,0,0.7,0.47,,,
1163,0,0.7,0.33,,,
1164,0,0.7,0.23,,,
1165,0,0.7,0.16,,,
1166,0,0.7,0.11,,,
1167,0,0.7,0.08,,,
1168,0,0.7,0.05,,,
1169,0,0.7,0.04,,,
1170,0,0.7,0.03,,,
1171,1,0.7,0.32,,,
1172,1,0.7,0.53,,,
1173,1,0.7,0.67,,,
1174,1,0.7,0.77,,,
1175,1,0.7,0.84,,,
1176,1,0.7,0.89,,,
1177,1,0.7,0.92,,,
1178,1,0.7,0.95,,,
1179,1,0.7,0.96,,,
1180,1,0.7,0.97,,,
1181,0,0.7,0.68,,,
1182,0,0.7,0.47,,,
1183,0,0.7,0.33,,,
1184,0,0.7,0.23,,,
1185,0,0.7,0.16,,,
1186,0,0.7,0.11,,,
1187,0,0.7,0.08,,,
1188,0,0.7,0.05,,,
1189,0,0.7,0.04,,,
1190,0,0.7,0.03,,,
1191,1,0.7,0.32,,,
1192,1,0.7,0.53,,,
1193,1,0.7,0.67,,,
1194,1,0.7,0.77,,,
1195,1,0.7,0.84,,,
1196,1,0.7,0.89,,,
1197,1,0.7,0.92,,,
1198,1,0.7,0.95,,,
1199,1,0.7,0.96,,,
1200,1,0.7,0.97,,,
1201,0,0.7,0.68,,,
1202,0,0.7,0.47,,,
1203,0,0.7,0.33,,,
1204,0,0.7,0.23,,,
1205,0,0.7,0.16,,,
1206,0,0.7,0.11,,,
1207,0,0.7,0.08,,,
1208,0,0.7,0.05,,,
1209,0,0.7,0.04,,,
1210,0,0.7,0.03,,,
1211,1,0.7,0.32,,,
1212,1,0.7,0.53,,,
1213,1,0.7,0.67,,,
1214,1,0.7,0.77,,,
1215,1,0.7,0.84,,,
1216,1,0.7,0.89,,,
1217,1,0.7,0.92,,,
1218,1,0.7,0.95,,,
1219,1,0.7,0.96,,,
1220,1,0.7,0.97,,,
1221,0,0.7,0.68,,,
1222,0,0.7,0.47,,,
1223,0,0.7,0.33,,,
1224,0,0.7,0.23,,,
1225,0,0.7,0.16,,,
1226,0,0.7,0.11,,,
1227,0,0.7,0.08,,,
1228,0,0.7,0.05,,,
1229,0,0.7,0.04,,,
1230,0,0.7,0.03,,,
1231,1,0.7,0.32,,,
1232,1,0.7,0.53,,,
1233,1,0.7,0.67,,,
1234,1,0.7,0.77,,,
1235,1,0.7,0.84,,,
1236,1,0.7,0.89,,,
1237,1,0.7,0.92,,,
1238,1,0.7,0.95,,,
1239,1,0.7,0.96,,,
1240,1,0.7,0.97,,,
1241,0,0.7,0.68,,,
1242,0,0.7,0.47,,,
1243,0,0.7,0.33,,,
1244,0,0.7,0.23,,,
1245,0,0.7,0.16,,,
1246,0,0.7,0.11,,,
1247,0,0.7,0.08,,,
1248,0,0.7,0.05,,,
1249,0,0.7,0.04,,,
1250,0,0.7,0.03,,,
1251,1,0.7,0.32,,,
1252,1,0.7,0.53,,,
1253,1,0.7,0.67,,,
1254,1,0.7,0.77,,,
1255,1,0.7,0.84,,,
1256,1,0.7,0.89,,,
1257,1,0.7,0.92,,,
1258,1,0.7,0.95,,,
1259,1,0.7,0.96,,,
1260,1,0.7,0.97,,,
1261,0,0.7,0.68,,,
1262,0,0.7,0.47,,,
1263,0,0.7,0.33,,,
1264,0,0.7,0.23,,,
1265,0,0.7,0.16,,,
1266,0,0.7,0.11,,,
1267,0,0.7,0.08,,,
1268,0,0.7,0.05,,,
1269,0,0.7,0.04,,,
1270,0,0.7,0.03,,,
1271,1,0.7,0.32,,,
1272,1,0.7,0.53,,,
1273,1,0.7,0.67,,,
1274,1,0.7,0.77,,,
1275,1,0.7,0.84,,,
1276,1,0.7,0.89,,,
1277,1,0.7,0.92,,,
1278,1,0.7,0.95,,,
1279,1,0.7,0.96,,,
1280,1,0.7,0.97,,,
1281,0,0.7,0.68,,,
1282,0,0.7,0.47,,,
1283,0,0.7,0.33,,,
1284,0,0.7,0.23,,,
1285,0,0.7,0.16,,,
1286,0,0.7,0.11,,,
1287,0,0.7,0.08,,,
1288,0,0.7,0.05,,,
1289,0,0.7,0.04,,,
1290,0,0.7,0.03,,,
1291,1,0.7,0.32,,,
1292,1,0.7,0.53,,,
1293,1,0.7,0.67,,,
1294,1,0.7,0.77,,,
1295,1,0.7,0.84,,,
1296,1,0.7,0.89,,,
1297,1,0.7,0.92,,,
1298,1,0.7,0.95,,,
1299,1,0.7,0.96,,,
1300,1,0.7,0.97,,,
1301,0,0.7,0.68,,,
1302,0,0.7,0.47,,,
1303,0,0.7,0.33,,,
1304,0,0.7,0.23,,,
1305,0,0.7,0.16,,,
1306,0,0.7,0.11,,,
1307,0,0.7,0.08,,,
1308,0,0.7,0.05,,,
1309,0,0.7,0.04,,,
1310,0,0.7,0.03,,,
1311,1,0.7,0.32,,,
1312,1,0.7,0.53,,,
1313,1,0.7,0.67,,,
1314,1,0.7,0.77,,,
1315,1,0.7,0.84,,,
1316,1,0.7,0.89,,,
1317,1,0.7,0.92,,,
1318,1,0.7,0.95,,,
1319,1,0.7,0.96,,,
1320,1,0.7,0.97,,,
1321,0,0.7,0.68,,,
1322,0,0.7,0.47,,,
1323,0,0.7,0.33,,,
1324,0,0.7,0.23,,,
1325,0,0.7,0.16,,,
1326,0,0.7,0.11,,,
1327,0,0.7,0.08,,,
1328,0,0.7,0.05,,,
1329,0,0.7,0.04,,,
1330,0,0.7,0.03,,,
1331,1,0.7,0.32,,,
1332,1,0.7,0.53,,,
1333,1,0.7,0.67,,,
1334,1,0.7,0.77,,,
1335,1,0.7,0.84,,,
1336,1,0.7,0.89,,,
1337,1,0.7,0.92,,,
1338,1,0.7,0.95,,,
1339,1,0.7,0.96,,,
1340,1,0.7,0.97,,,
1341,0,0.7,0.68,,,
1342,0,0.7,0.47,,,
1343,0,0.7,0.33,,,
1344,0,0.7,0.23,,,
1345,0,0.7,0.16,,,
1346,0,0.7,0.11,,,
1347,0,0.7,0.08,,,
1348,0,0.7,0.05,,,
1349,0,0.7,0.04,,,
1350,0,0.7,0.03,,,
1351,1,0.7,0.32,,,
1352,1,0.7,0.53,,,
1353,1,0.7,0.67,,,
1354,1,0.7,0.77,,,
1355,1,0.7,0.84,,,
1356,1,0.7,0.89,,,
1357,1,0.7,0.92,,,
1358,1,0.7,0.95,,,
1359,1,0.7,0.96,,,
1360,1,0.7,0.97,,,
1361,0,0.7,0.68,,,
1362,0,0.7,0.47,,,
1363,0,0.7,0.33,,,
1364,0,0.7,0.23,,,
1365,0,0.7,0.16,,,
1366,0,0.7,0.11,,,
1367,0,0.7,0.08,,,
1368,0,0.7,0.05,,,
1369,0,0.7,0.04,,,
1370,0,0.7,0.03,,,
1371,1,0.7,0.32,,,
1372,1,0.7,0.53,,,
1373,1,0.7,0.67,,,
1374,1,0.7,0.77,,,
1375,1,0.7,0.84,,,
1376,1,0.7,0.89,,,
1377,1,0.7,0.92,,,
1378,1,0.7,0.95,,,
1379,1,0.7,0.96,,,
1380,1,0.7,0.97,,,
1381,0,0.7,0.68,,,
1382,0,0.7,0.47,,,
1383,0,0.7,0.33,,,
1384,0,0.7,0.23,,,
1385,0,0.7,0.16,,,
1386,0,0.7,0.11,,,
1387,0,0.7,0.08,,,
1388,0,0.7,0.05,,,
1389,0,0.7,0.04,,,
1390,0,0.7,0.03,,,
1391,1,0.7,0.32,,,
1392,1,0.7,0.53,,,
1393,1,0.7,0.67,,,
1394,1,0.7,0.77,,,
1395,1,0.7,0.84,,,
1396,1,0.7,0.89,,,
1397,1,0.7,0.92,,,
1398,1,0.7,0.95,,,
1399,1,0.7,0.96,,,
1400,1,0.7,0.97,,,
1401,0,0.7,0.68,,,
1402,0,0.7,0.47,,,
1403,0,0.7,0.33,,,
1404,0,0.7,0.23,,,
1405,0,0.7,0.16,,,
1406,0,0.7,0.11,,,
1407,0,0.7,0.08,,,
1408,0,0.7,0.05,,,
1409,0,0.7,0.04,,,
1410,0,0.7,0.03,,,
1411,1,0.7,0.32,,,
1412,1,0.7,0.53,,,
1413,1,0.7,0.67,,,
1414,1,0.7,0.77,,,
1415,1,0.7,0.84,,,
1416,1,0.7,0.89,,,
1417,1,0.7,0.92,,,
1418,1,0.7,0.95,,,
1419,1,0.7,0.96,,,
1420,1,0.7,0.97,,,
1421,0,0.7,0.68,,,
1422,0,0.7,0.47,,,
1423,0,0.7,0.33,,,
1424,0,0.7,0.23,,,
1425,0,0.7,0.16,,,
1426,0,0.7,0.11,,,
1427,0,0.7,0.08,,,
1428,0,0.7,0.05,,,
1429,0,0.7,0.04,,,
1430,0,0.7,0.03,,,
1431,1,0.7,0.32,,,
1432,1,0.7,0.53,,,
1433,1,0.7,0.67,,,
1434,1,0.7,0.77,,,
1435,1,0.7,0.84,,,
1436,1,0.7,0.89,,,
1437,1,0.7,0.92,,,
1438,1,0.7,0.95,,,
1439,1,0.7,0.96,,,
1440,1,0.7,0.97,,,
1441,0,0.7,0.68,,,
1442,0,0.7,0.47,,,
1443,0,0.7,0.33,,,
1444,0,0.7,0.23,,,
1445,0,0.7,0.16,,,
1446,0,0.7,0.11,,,
1447,0,0.7,0.08,,,
1448,0,0.7,0.05,,,
1449,0,0.7,0.04,,,
1450,0,0.7,0.03,,,
1451,1,0.7,0.32,,,
1452,1,0.7,0.53,,,
1453,1,0.7,0.67,,,
1454,1,0.7,0.77,,,
1455,1,0.7,0.84,,,
1456,1,0.7,0.89,,,
1457,1,0.7,0.92,,,
1458,1,0.7,0.95,,,
1459,1,0.7,0.96,,,
1460,1,0.7,0.97,,,
1461,0,0.7,0.68,,,
1462,0,0.7,0.47,,,
1463,0,0.7,0.33,,,
1464,0,0.7,0.23,,,
1465,0,0.7,0.16,,,
1466,0,0.7,0.11,,,
1467,0,0.7,0.08,,,
1468,0,0.7,0.05,,,
1469,0,0.7,0.04,,,
1470,0,0.7,0.03,,,
1471,1,0.7,0.32,,,
1472,1,0.7,0.53,,,
1473,1,0.7,0.67,,,
1474,1,0.7,0.77,,,
1475,1,0.7,0.84,,,
1476,1,0.7,0.89,,,
1477,1,0.7,0.92,,,
1478,1,0.7,0.95,,,
1479,1,0.7,0.96,,,
1480,1,0.7,0.97,,,
1481,0,0.7,0.68,,,
1482,0,0.7,0.47,,,
1483,0,0.7,0.33,,,
1484,0,0.7,0.23,,,
1485,0,0.7,0.16,,,
1486,0,0.7,0.11,,,
1487,0,0.7,0.08,,,
1488,0,0.7,0.05,,,
1489,0,0.7,0.04,,,
1490,0,0.7,0.03,,,
1491,1,0.7,0.32,,,
1492,1,0.7,0.53,,,
1493,1,0.7,0.67,,,
1494,1,0.7,0.77,,,
1495,1,0.7,0.84,,,
1496,1,0.7,0.89,,,
1497,1,0.7,0.92,,,
1498,1,0.7,0.95,,,
1499,1,0.7,0.96,,,
1500,1,0.7,0.97,,,
1501,0,0.7,0.68,,,
1502,0,0.7,0.47,,,
1503,0,0.7,0.33,,,
1504,0,0.7,0.23,,,
1505,0,0.7,0.16,,,
1506,0,0.7,0.11,,,
1507,0,0.7,0.08,,,
1508,0,0.7,0.05,,,
1509,0,0.7,0.04,,,
1510,0,0.7,0.03,,,
1511,1,0.7,0.32,,,
1512,1,0.7,0.53,,,
1513,1,0.7,0.67,,,
1514,1,0.7,0.77,,,
1515,1,0.7,0.84,,,
1516,1,0.7,0.89,,,
1517,1,0.7,0.92,,,
1518,1,0.7,0.95,,,
1519,1,0.7,0.96,,,
1520,1,0.7,0.97,,,
1521,0,0.7,0.68,,,
1522,0,0.7,0.47,,,
1523,0,0.7,0.33,,,
1524,0,0.7,0.23,,,
1525,0,0.7,0.16,,,
1526,0,0.7,0.11,,,
1527,0,0.7,0.08,,,
1528,0,0.7,0.05,,,
1529,0,0.7,0.04,,,
1530,0,0.7,0.03,,,
1531,1,0.7,0.32,,,
1532,1,0.7,0.53,,,
1533,1,0.7,0.67,,,
1534,1,0.7,0.77,,,
1535,1,0.7,0.84,,,
1536,1,0.7,0.89,,,
1537,1,0.7,0.92,,,
1538,1,0.7,0.95,,,
1539,1,0.7,0.96,,,
1540,1,0.7,0.97,,,
1541,0,0.7,0.68,,,
1542,0,0.7,0.47,,,
1543,0,0.7,0.33,,,
1544,0,0.7,0.23,,,
1545,0,0.7,0.16,,,
1546,0,0.7,0.11,,,
1547,0,0.7,0.08,,,
1548,0,0.7,0.05,,,
1549,0,0.7,0.04,,,
1550,0,0.7,0.03,,,
1551,1,0.7,0.32,,,
1552,1,0.7,0.53,,,
1553,1,0.7,0.67,,,
1554,1,0.7,0.77,,,
1555,1,0.7,0.84,,,
1556,1,0.7,0.89,,,
1557,1,0.7,0.92,,,
1558,1,0.7,0.95,,,
1559,1,0.7,0.96,,,
1560,1,0.7,0.97,,,
1561,0,0.7,0.68,,,
1562,0,0.7,0.47,,,
1563,0,0.7,0.33,,,
1564,0,0.7,0.23,,,
1565,0,0.7,0.16,,,
1566,0,0.7,0.11,,,
1567,0,0.7,0.08,,,
1568,0,0.7,0.05,,,
1569,0,0.7,0.04,,,
1570,0,0.7,0.03,,,
1571,1,0.7,0.32,,,
1572,1,0.7,0.53,,,
1573,1,0.7,0.67,,,
1574,1,0.7,0.77,,,
1575,1,0.7,0.84,,,
1576,1,0.7,0.89,,,
1577,1,0.7,0.92,,,
1578,1,0.7,0.95,,,
1579,1,0.7,0.96,,,
1580,1,0.7,0.97,,,
1581,0,0.7,0.68,,,
1582,0,0.7,0.47,,,
1583,0,0.7,0.33,,,
1584,0,0.7,0.23,,,
1585,0,0.7,0.16,,,
1586,0,0.7,0.11,,,
1587,0,0.7,0.08,,,
1588,0,0.7,0.05,,,
1589,0,0.7,0.04,,,
1590,0,0.7,0.03,,,
1591,1,0.7,0.32,,,
1592,1,0.7,0.53,,,
1593,1,0.7,0.67,,,
1594,1,0.7,0.77,,,
1595,1,0.7,0.84,,,
1596,1,0.7,0.89,,,
1597,1,0.7,0.92,,,
1598,1,0.7,0.95,,,
1599,1,0.7,0.96,,,
1600,1,0.7,0.97,,,
1601,0,0.7,0.68,,,
1602,0,0.7,0.47,,,
1603,0,0.7,0.33,,,
1604,0,0.7,0.23,,,
1605,0,0.7,0.16,,,
1606,0,0.7,0.11,,,
1607,0,0.7,0.08,,,
1608,0,0.7,0.05,,,
1609,0,0.7,0.04,,,
1610,0,0.7,0.03,,,
1611,1,0.7,0.32,,,
1612,1,0.7,0.53,,,
1613,1,0.7,0.67,,,
1614,1,0.7,0.77,,,
1615,1,0.7,0.84,,,
1616,1,0.7,0.89,,,
1617,1,0.7,0.92,,,
1618,1,0.7,0.95,,,
1619,1,0.7,0.96,,,
1620,1,0.7,0.97,,,
1621,0,0.7,0.68,,,
1622,0,0.7,0.47,,,
1623,0,0.7,0.33,,,
1624,0,0.7,0.23,,,
1625,0,0.7,0.16,,,
1626,0,0.7,0.11,,,
1627,0,0.7,0.08,,,
1628,0,0.7,0.05,,,
1629,0,0.7,0.04,,,
1630,0,0.7,0.03,,,
1631,1,0.7,0.32,,,
1632,1,0.7,0.53,,,
1633,1,0.7,0.67,,,
1634,1,0.7,0.77,,,
1635,1,0.7,0.84,,,
1636,1,0.7,0.89,,,
1637,1,0.7,0.92,,,
1638,1,0.7,0.95,,,
1639,1,0.7,0.96,,,
1640,1,0.7,0.97,,,
1641,0,0.7,0.68,,,
1642,0,0.7,0.47,,,
1643,0,0.7,0.33,,,
1644,0,0.7,0.23,,,
1645,0,0.7,0.16,,,
1646,0,0.7,0.11,,,
1647,0,0.7,0.08,,,
1648,0,0.7,0.05,,,
1649,0,0.7,0.04,,,
1650,0,0.7,0.03,,,
1651,1,0.7,0.32,,,
1652,1,0.7,0.53,,,
1653,1,0.7,0.67,,,
1654,1,0.7,0.77,,,
1655,1,0.7,0.84,,,
1656,1,0.7,0.89,,,
1657,1,0.7,0.92,,,
1658,1,0.7,0.95,,,
1659,1,0.7,0.96,,,
1660,1,0.7,0.97,,,
1661,0,0.7,0.68,,,
1662,0,0.7,0.47,,,
1663,0,0.7,0.33,,,
1664,0,0.7,0.23,,,
1665,0,0.7,0.16,,,
1666,0,0.7,0.11,,,
1667,0,0.7,0.08,,,
1668,0,0.7,0.05,,,
1669,0,0.7,0.04,,,
1670,0,0.7,0.03,,,
1671,1,0.7,0.32,,,
1672,1,0.7,0.53,,,
1673,1,0.7,0.67,,,
1674,1,0.7,0.77,,,
1675,1,0.7,0.84,,,
1676,1,0.7,0.89,,,
1677,1,0.7,0.92,,,
1678,1,0.7,0.95,,,
1679,1,0.7,0.96,,,
1680,1,0.7,0.97,,,
1681,0,0.7,0.68,,,
1682,0,0.7,0.47,,,
1683,0,0.7,0.33,,,
1684,0,0.7,0.23,,,
1685,0,0.7,0.16,,,
1686,0,0.7,0.11,,,
1687,0,0.7,0.08,,,
1688,0,0.7,0.05,,,
1689,0,0.7,0.04,,,
1690,0,0.7,0.03,,,
1691,1,0.7,0.32,,,
1692,1,0.7,0.53,,,
1693,1,0.7,0.67,,,
1694,1,0.7,0.77,,,
1695,1,0.7,0.84,,,
1696,1,0.7,0.89,,,
1697,1,0.7,0.92,,,
1698,1,0.7,0.95,,,
1699,1,0.7,0.96,,,
1700,1,0.7,0.97,,,
1701,0,0.7,0.68,,,
1702,0,0.7,0.47,,,
1703,0,0.7,0.33,,,
1704,0,0.7,0.23,,,
1705,0,0.7,0.16,,,
1706,0,0.7,0.11,,,
1707,0,0.7,0.08,,,
1708,0,0.7,0.05,,,
1709,0,0.7,0.04,,,
1710,0,0.7,0.03,,,
1711,1,0.7,0.32,,,
1712,1,0.7,0.53,,,
1713,1,0.7,0.67,,,
1714,1,0.7,0.77,,,
1715,1,0.7,0.84,,,
1716,1,0.7,0.89,,,
1717,1,0.7,0.92,,,
1718,1,0.7,0.95,,,
1719,1,0.7,0.96,,,
1720,1,0.7,0.97,,,
1721,0,0.7,0.68,,,
1722,0,0.7,0.47,,,
1723,0,0.7,0.33,,,
1724,0,0.7,0.23,,,
1725,0,0.7,0.16,,,
1726,0,0.7,0.11,,,
1727,0,0.7,0.08,,,
1728,0,0.7,0.05,,,
1729,0,0.7,0.04,,,
1730,0,0.7,0.03,,,
1731,1,0.7,0.32,,,
1732,1,0.7,0.53,,,
1733,1,0.7,0.67,,,
1734,1,0.7,0.77,,,
1735,1,0.7,0.84,,,
1736,1,0.7,0.89,,,
1737,1,0.7,0.92,,,
1738,1,0.7,0.95,,,
1739,1,0.7,0.96,,,
1740,1,0.7,0.97,,,
1741,0,0.7,0.68,,,
1742,0,0.7,0.47,,,
1743,0,0.7,0.33,,,
1744,0,0.7,0.23,,,
1745,0,0.7,0.16,,,
1746,0,0.7,0.11,,,
1747,0,0.7,0.08,,,
1748,0,0.7,0.05,,,
1749,0,0.7,0.04,,,
1750,0,0.7,0.03,,,
1751,1,0.7,0.32,,,
1752,1,0.7,0.53,,,
1753,1,0.7,0.67,,,
1754,1,0.7,0.77,,,
1755,1,0.7,0.84,,,
1756,1,0.7,0.89,,,
1757,1,0.7,0.92,,,
1758,1,0.7,0.95,,,
1759,1,0.7,0.96,,,
1760,1,0.7,0.97,,,
1761,0,0.7,0.68,,,
1762,0,0.7,0.47,,,
1763,0,0.7,0.33,,,
1764,0,0.7,0.23,,,
1765,0,0.7,0.16,,,
1766,0,0.7,0.11,,,
1767,0,0.7,0.08,,,
1768,0,0.7,0.05,,,
1769,0,0.7,0.04,,,
1770,0,0.7,0.03,,,
1771,1,0.7,0.32,,,
1772,1,0.7,0.53,,,
1773,1,0.7,0.67,,,
1774,1,0.7,0.77,,,
1775,1,0.7,0.84,,,
1776,1,0.7,0.89,,,
1777,1,0.7,0.92,,,
1778,1,0.7,0.95,,,
