,0.04,,,,,
1779,1,0.7,0.96,,,
1780,1,0.7,0.97,,,
1781,0,0.7,0.68,,,
1782,0,0.7,0.47,,,
1783,0,0.7,0.33,,,
1784,0,0.7,0.23,,,
1785,0,0.7,0.16,,,
1786,0,0.7,0.11,,,
1787,0,0.7,0.08,,,
1788,0,0.7,0.05,,,
1789,0,0.7,0.04,,,
1790,0,0.7,0.03,,,
1791,1,0.7,0.32,,,
1792,1,0.7,0.53,,,
1793,1,0.7,0.67,,,
1794,1,0.7,0.77,,,
1795,1,0.7,0.84,,,
1796,1,0.7,0.89,,,
1797,1,0.7,0.92,,,
1798,1,0.7,0.95,,,
1799,1,0.7,0.96,,,
1800,1,0.7,0.97,,,
1801,0,0.7,0.68,,,
1802,0,0.7,0.47,,,
1803,0,0.7,0.33,,,
1804,0,0.7,0.23,,,
1805,0,0.7,0.16,,,
1806,0,0.7,0.11,,,
1807,0,0.7,0.08,,,
1808,0,0.7,0.05,,,
1809,0,0.7,0.04,,,
1810,0,0.7,0.03,,,
1811,1,0.7,0.32,,,
1812,1,0.7,0.53,,,
1813,1,0.7,0.67,,,
1814,1,0.7,0.77,,,
1815,1,0.7,0.84,,,
1816,1,0.7,0.89,,,
1817,1,0.7,0.92,,,
1818,1,0.7,0.95,,,
1819,1,0.7,0.96,,,
1820,1,0.7,0.97,,,
1821,0,0.7,0.68,,,
1822,0,0.7,0.47,,,
1823,0,0.7,0.33,,,
1824,0,0.7,0.23,,,
1825,0,0.7,0.16,,,
1826,0,0.7,0.11,,,
1827,0,0.7,0.08,,,
1828,0,0.7,0.05,,,
1829,0,0.7,0.04,,,
1830,0,0.7,0.03,,,
1831,1,0.7,0.32,,,
1832,1,0.7,0.53,,,
1833,1,0.7,0.67,,,
1834,1,0.7,0.77,,,
1835,1,0.7,0.84,,,
1836,1,0.7,0.89,,,
1837,1,0.7,0.92,,,
1838,1,0.7,0.95,,,
1839,1,0.7,0.96,,,
1840,1,0.7,0.97,,,
1841,0,0.7,0.68,,,
1842,0,0.7,0.47,,,
1843,0,0.7,0.33,,,
1844,0,0.7,0.23,,,
1845,0,0.7,0.16,,,
1846,0,0.7,0.11,,,
1847,0,0.7,0.08,,,
1848,0,0.7,0.05,,,
1849,0,0.7,0.04,,,
1850,0,0.7,0.03,,,
1851,1,0.7,0.32,,,
1852,1,0.7,0.53,,,
1853,1,0.7,0.67,,,
1854,1,0.7,0.77,,,
1855,1,0.7,0.84,,,
1856,1,0.7,0.89,,,
1857,1,0.7,0.92,,,
1858,1,0.7,0.95,,,
1859,1,0.7,0.96,,,
1860,1,0.7,0.97,,,
1861,0,0.7,0.68,,,
1862,0,0.7,0.47,,,
1863,0,0.7,0.33,,,
1864,0,0.7,0.23,,,
1865,0,0.7,0.16,,,
1866,0,0.7,0.11,,,
1867,0,0.7,0.08,,,
1868,0,0.7,0.05,,,
1869,0,0.7,0.04,,,
1870,0,0.7,0.03,,,
1871,1,0.7,0.32,,,
1872,1,0.7,0.53,,,
1873,1,0.7,0.67,,,
1874,1,0.7,0.77,,,
1875,1,0.7,0.84,,,
1876,1,0.7,0.89,,,
1877,1,0.7,0.92,,,
1878,1,0.7,0.95,,,
1879,1,0.7,0.96,,,
1880,1,0.7,0.97,,,
1881,0,0.7,0.68,,,
1882,0,0.7,0.47,,,
1883,0,0.7,0.33,,,
1884,0,0.7,0.23,,,
1885,0,0.7,0.16,,,
1886,0,0.7,0.11,,,
1887,0,0.7,0.08,,,
1888,0,0.7,0.05,,,
1889,0,0.7,0.04,,,
1890,0,0.7,0.03,,,
1891,1,0.7,0.32,,,
1892,1,0.7,0.53,,,
1893,1,0.7,0.67,,,
1894,1,0.7,0.77,,,
1895,1,0.7,0.84,,,
1896,1,0.7,0.89,,,
1897,1,0.7,0.92,,,
1898,1,0.7,0.95,,,
1899,1,0.7,0.96,,,
1900,1,0.7,0.97,,,
1901,0,0.7,0.68,,,
1902,0,0.7,0.47,,,
1903,0,0.7,0.33,,,
1904,0,0.7,0.23,,,
1905,0,0.7,0.16,,,
1906,0,0.7,0.11,,,
1907,0,0.7,0.08,,,
1908,0,0.7,0.05,,,
1909,0,0.7,0.04,,,
1910,0,0.7,0.03,,,
1911,1,0.7,0.32,,,
1912,1,0.7,0.53,,,
1913,1,0.7,0.67,,,
1914,1,0.7,0.77,,,
1915,1,0.7,0.84,,,
1916,1,0.7,0.89,,,
1917,1,0.7,0.92,,,
1918,1,0.7,0.95,,,
1919,1,0.7,0.96,,,
1920,1,0.7,0.97,,,
1921,0,0.7,0.68,,,
1922,0,0.7,0.47,,,
1923,0,0.7,0.33,,,
1924,0,0.7,0.23,,,
1925,0,0.7,0.16,,,
1926,0,0.7,0.11,,,
1927,0,0.7,0.08,,,
1928,0,0.7,0.05,,,
1929,0,0.7,0.04,,,
1930,0,0.7,0.03,,,
1931,1,0.7,0.32,,,
1932,1,0.7,0.53,,,
1933,1,0.7,0.67,,,
1934,1,0.7,0.77,,,
1935,1,0.7,0.84,,,
1936,1,0.7,0.89,,,
1937,1,0.7,0.92,,,
1938,1,0.7,0.95,,,
1939,1,0.7,0.96,,,
1940,1,0.7,0.97,,,
1941,0,0.7,0.68,,,
1942,0,0.7,0.47,,,
1943,0,0.7,0.33,,,
1944,0,0.7,0.23,,,
1945,0,0.7,0.16,,,
1946,0,0.7,0.11,,,
1947,0,0.7,0.08,,,
1948,0,0.7,0.05,,,
1949,0,0.7,0.04,,,
1950,0,0.7,0.03,,,
1951,1,0.7,0.32,,,
1952,1,0.7,0.53,,,
1953,1,0.7,0.67,,,
1954,1,0.7,0.77,,,
1955,1,0.7,0.84,,,
1956,1,0.7,0.89,,,
1957,1,0.7,0.92,,,
1958,1,0.7,0.95,,,
1959,1,0.7,0.96,,,
1960,1,0.7,0.97,,,
1961,0,0.7,0.68,,,
1962,0,0.7,0.47,,,
1963,0,0.7,0.33,,,
1964,0,0.7,0.23,,,
1965,0,0.7,0.16,,,
1966,0,0.7,0.11,,,
1967,0,0.7,0.08,,,
1968,0,0.7,0.05,,,
1969,0,0.7,0.04,,,
1970,0,0.7,0.03,,,
1971,1,0.7,0.32,,,
1972,1,0.7,0.53,,,
1973,1,0.7,0.67,,,
1974,1,0.7,0.77,,,
1975,1,0.7,0.84,,,
1976,1,0.7,0.89,,,
1977,1,0.7,0.92,,,
1978,1,0.7,0.95,,,
1979,1,0.7,0.96,,,
1980,1,0.7,0.97,,,
1981,0,0.7,0.68,,,
1982,0,0.7,0.47,,,
1983,0,0.7,0.33,,,
1984,0,0.7,0.23,,,
1985,0,0.7,0.16,,,
1986,0,0.7,0.11,,,
1987,0,0.7,0.08,,,
1988,0,0.7,0.05,,,
1989,0,0.7,0.04,,,
1990,0,0.7,0.03,,,
1991,1,0.7,0.32,,,
1992,1,0.7,0.53,,,
1993,1,0.7,0.67,,,
1994,1,0.7,0.77,,,
1995,1,0.7,0.84,,,
1996,1,0.7,0.89,,,
1997,1,0.7,0.92,,,
1998,1,0.7,0.95,,,
1999,1,0.7,0.96,,,
2000,1,0.7,0.97,,,
2001,0,0.7,0.68,,,
2002,0,0.7,0.47,,,
2003,0,0.7,0.33,,,
2004,0,0.7,0.23,,,
2005,0,0.7,0.16,,,
2006,0,0.7,0.11,,,
2007,0,0.7,0.08,,,
2008,0,0.7,0.05,,,
2009,0,0.7,0.04,,,
2010,0,0.7,0.03,,,
2011,1,0.7,0.32,,,
2012,1,0.7,0.53,,,
2013,1,0.7,0.67,,,
2014,1,0.7,0.77,,,
2015,1,0.7,0.84,,,
2016,1,0.7,0.89,,,
2017,1,0.7,0.92,,,
2018,1,0.7,0.95,,,
2019,1,0.7,0.96,,,
2020,1,0.7,0.97,,,
2021,0,0.7,0.68,,,
2022,0,0.7,0.47,,,
2023,0,0.7,0.33,,,
2024,0,0.7,0.23,,,
2025,0,0.7,0.16,,,
2026,0,0.7,0.11,,,
2027,0,0.7,0.08,,,
2028,0,0.7,0.05,,,
2029,0,0.7,0.04,,,
2030,0,0.7,0.03,,,
2031,1,0.7,0.32,,,
2032,1,0.7,0.53,,,
2033,1,0.7,0.67,,,
2034,1,0.7,0.77,,,
2035,1,0.7,0.84,,,
2036,1,0.7,0.89,,,
2037,1,0.7,0.92,,,
2038,1,0.7,0.95,,,
2039,1,0.7,0.96,,,
2040,1,0.7,0.97,,,
2041,0,0.7,0.68,,,
2042,0,0.7,0.47,,,
2043,0,0.7,0.33,,,
2044,0,0.7,0.23,,,
2045,0,0.7,0.16,,,
2046,0,0.7,0.11,,,
2047,0,0.7,0.08,,,
2048,0,0.7,0.05,,,
2049,0,0.7,0.04,,,
2050,0,0.7,0.03,,,
2051,1,0.7,0.32,,,
2052,1,0.7,0.53,,,
2053,1,0.7,0.67,,,
2054,1,0.7,0.77,,,
2055,1,0.7,0.84,,,
2056,1,0.7,0.89,,,
2057,1,0.7,0.92,,,
2058,1,0.7,0.95,,,
2059,1,0.7,0.96,,,
2060,1,0.7,0.97,,,
2061,0,0.7,0.68,,,
2062,0,0.7,0.47,,,
2063,0,0.7,0.33,,,
2064,0,0.7,0.23,,,
2065,0,0.7,0.16,,,
2066,0,0.7,0.11,,,
2067,0,0.7,0.08,,,
2068,0,0.7,0.05,,,
2069,0,0.7,0.04,,,
2070,0,0.7,0.03,,,
2071,1,0.7,0.32,,,
2072,1,0.7,0.53,,,
2073,1,0.7,0.67,,,
2074,1,0.7,0.77,,,
2075,1,0.7,0.84,,,
2076,1,0.7,0.89,,,
2077,1,0.7,0.92,,,
2078,1,0.7,0.95,,,
2079,1,0.7,0.96,,,
2080,1,0.7,0.97,,,
2081,0,0.7,0.68,,,
2082,0,0.7,0.47,,,
2083,0,0.7,0.33,,,
2084,0,0.7,0.23,,,
2085,0,0.7,0.16,,,
2086,0,0.7,0.11,,,
2087,0,0.7,0.08,,,
2088,0,0.7,0.05,,,
2089,0,0.7,0.04,,,
2090,0,0.7,0.03,,,
2091,1,0.7,0.32,,,
2092,1,0.7,0.53,,,
2093,1,0.7,0.67,,,
2094,1,0.7,0.77,,,
2095,1,0.7,0.84,,,
2096,1,0.7,0.89,,,
2097,1,0.7,0.92,,,
2098,1,0.7,0.95,,,
2099,1,0.7,0.96,,,
2100,1,0.7,0.97,,,
2101,0,0.7,0.68,,,
2102,0,0.7,0.47,,,
2103,0,0.7,0.33,,,
2104,0,0.7,0.23,,,
2105,0,0.7,0.16,,,
2106,0,0.7,0.11,,,
2107,0,0.7,0.08,,,
2108,0,0.7,0.05,,,
2109,0,0.7,0.04,,,
2110,0,0.7,0.03,,,
2111,1,0.7,0.32,,,
2112,1,0.7,0.53,,,
2113,1,0.7,0.67,,,
2114,1,0.7,0.77,,,
2115,1,0.7,0.84,,,
2116,1,0.7,0.89,,,
2117,1,0.7,0.92,,,
2118,1,0.7,0.95,,,
2119,1,0.7,0.96,,,
2120,1,0.7,0.97,,,
2121,0,0.7,0.68,,,
2122,0,0.7,0.47,,,
2123,0,0.7,0.33,,,
2124,0,0.7,0.23,,,
2125,0,0.7,0.16,,,
2126,0,0.7,0.11,,,
2127,0,0.7,0.08,,,
2128,0,0.7,0.05,,,
2129,0,0.7,0.04,,,
2130,0,0.7,0.03,,,
2131,1,0.7,0.32,,,
2132,1,0.7,0.53,,,
2133,1,0.7,0.67,,,
2134,1,0.7,0.77,,,
2135,1,0.7,0.84,,,
2136,1,0.7,0.89,,,
2137,1,0.7,0.92,,,
2138,1,0.7,0.95,,,
2139,1,0.7,0.96,,,
2140,1,0.7,0.97,,,
2141,0,0.7,0.68,,,
2142,0,0.7,0.47,,,
2143,0,0.7,0.33,,,
2144,0,0.7,0.23,,,
2145,0,0.7,0.16,,,
2146,0,0.7,0.11,,,
2147,0,0.7,0.08,,,
2148,0,0.7,0.05,,,
2149,0,0.7,0.04,,,
2150,0,0.7,0.03,,,
2151,1,0.7,0.32,,,
2152,1,0.7,0.53,,,
2153,1,0.7,0.67,,,
2154,1,0.7,0.77,,,
2155,1,0.7,0.84,,,
2156,1,0.7,0.89,,,
2157,1,0.7,0.92,,,
2158,1,0.7,0.95,,,
2159,1,0.7,0.96,,,
2160,1,0.7,0.97,,,
2161,0,0.7,0.68,,,
2162,0,0.7,0.47,,,
2163,0,0.7,0.33,,,
2164,0,0.7,0.23,,,
2165,0,0.7,0.16,,,
2166,0,0.7,0.11,,,
2167,0,0.7,0.08,,,
2168,0,0.7,0.05,,,
2169,0,0.7,0.04,,,
2170,0,0.7,0.03,,,
2171,1,0.7,0.32,,,
2172,1,0.7,0.53,,,
2173,1,0.7,0.67,,,
2174,1,0.7,0.77,,,
2175,1,0.7,0.84,,,
2176,1,0.7,0.89,,,
2177,1,0.7,0.92,,,
2178,1,0.7,0.95,,,
2179,1,0.7,0.96,,,
2180,1,0.7,0.97,,,
2181,0,0.7,0.68,,,
2182,0,0.7,0.47,,,
2183,0,0.7,0.33,,,
2184,0,0.7,0.23,,,
2185,0,0.7,0.16,,,
2186,0,0.7,0.11,,,
2187,0,0.7,0.08,,,
2188,0,0.7,0.05,,,
2189,0,0.7,0.04,,,
2190,0,0.7,0.03,,,
2191,1,0.7,0.32,,,
2192,1,0.7,0.53,,,
2193,1,0.7,0.67,,,
2194,1,0.7,0.77,,,
2195,1,0.7,0.84,,,
2196,1,0.7,0.89,,,
2197,1,0.7,0.92,,,
2198,1,0.7,0.95,,,
2199,1,0.7,0.96,,,
2200,1,0.7,0.97,,,
2201,0,0.7,0.68,,,
2202,0,0.7,0.47,,,
2203,0,0.7,0.33,,,
2204,0,0.7,0.23,,,
2205,0,0.7,0.16,,,
2206,0,0.7,0.11,,,
2207,0,0.7,0.08,,,
2208,0,0.7,0.05,,,
2209,0,0.7,0.04,,,
2210,0,0.7,0.03,,,
2211,1,0.7,0.32,,,
2212,1,0.7,0.53,,,
2213,1,0.7,0.67,,,
2214,1,0.7,0.77,,,
2215,1,0.7,0.84,,,
2216,1,0.7,0.89,,,
2217,1,0.7,0.92,,,
2218,1,0.7,0.95,,,
2219,1,0.7,0.96,,,
2220,1,0.7,0.97,,,
2221,0,0.7,0.68,,,
2222,0,0.7,0.47,,,
2223,0,0.7,0.33,,,
2224,0,0.7,0.23,,,
2225,0,0.7,0.16,,,
2226,0,0.7,0.11,,,
2227,0,0.7,0.08,,,
2228,0,0.7,0.05,,,
2229,0,0.7,0.04,,,
2230,0,0.7,0.03,,,
2231,1,0.7,0.32,,,
2232,1,0.7,0.53,,,
2233,1,0.7,0.67,,,
2234,1,0.7,0.77,,,
2235,1,0.7,0.84,,,
2236,1,0.7,0.89,,,
2237,1,0.7,0.92,,,
2238,1,0.7,0.95,,,
2239,1,0.7,0.96,,,
2240,1,0.7,0.97,,,
2241,0,0.7,0.68,,,
2242,0,0.7,0.47,,,
2243,0,0.7,0.33,,,
2244,0,0.7,0.23,,,
2245,0,0.7,0.16,,,
2246,0,0.7,0.11,,,
2247,0,0.7,0.08,,,
2248,0,0.7,0.05,,,
2249,0,0.7,0.04,,,
2250,0,0.7,0.03,,,
2251,1,0.7,0.32,,,
2252,1,0.7,0.53,,,
2253,1,0.7,0.67,,,
2254,1,0.7,0.77,,,
2255,1,0.7,0.84,,,
2256,1,0.7,0.89,,,
2257,1,0.7,0.92,,,
2258,1,0.7,0.95,,,
2259,1,0.7,0.96,,,
2260,1,0.7,0.97,,,
2261,0,0.7,0.68,,,
2262,0,0.7,0.47,,,
2263,0,0.7,0.33,,,
2264,0,0.7,0.23,,,
2265,0,0.7,0.16,,,
2266,0,0.7,0.11,,,
2267,0,0.7,0.08,,,
2268,0,0.7,0.05,,,
2269,0,0.7,0.04,,,
2270,0,0.7,0.03,,,
2271,1,0.7,0.32,,,
2272,1,0.7,0.53,,,
2273,1,0.7,0.67,,,
2274,1,0.7,0.77,,,
2275,1,0.7,0.84,,,
2276,1,0.7,0.89,,,
2277,1,0.7,0.92,,,
2278,1,0.7,0.95,,,
2279,1,0.7,0.96,,,
2280,1,0.7,0.97,,,
2281,0,0.7,0.68,,,
2282,0,0.7,0.47,,,
2283,0,0.7,0.33,,,
2284,0,0.7,0.23,,,
2285,0,0.7,0.16,,,
2286,0,0.7,0.11,,,
2287,0,0.7,0.08,,,
2288,0,0.7,0.05,,,
2289,0,0.7,0.04,,,
2290,0,0.7,0.03,,,
2291,1,0.7,0.32,,,
2292,1,0.7,0.53,,,
2293,1,0.7,0.67,,,
2294,1,0.7,0.77,,,
2295,1,0.7,0.84,,,
2296,1,0.7,0.89,,,
2297,1,0.7,0.92,,,
2298,1,0.7,0.95,,,
2299,1,0.7,0.96,,,
2300,1,0.7,0.97,,,
2301,0,0.7,0.68,,,
2302,0,0.7,0.47,,,
2303,0,0.7,0.33,,,
2304,0,0.7,0.23,,,
2305,0,0.7,0.16,,,
2306,0,0.7,0.11,,,
2307,0,0.7,0.08,,,
2308,0,0.7,0.05,,,
2309,0,0.7,0.04,,,
2310,0,0.7,0.03,,,
2311,1,0.7,0.32,,,
2312,1,0.7,0.53,,,
2313,1,0.7,0.67,,,
2314,1,0.7,0.77,,,
2315,1,0.7,0.84,,,
2316,1,0.7,0.89,,,
2317,1,0.7,0.92,,,
2318,1,0.7,0.95,,,
2319,1,0.7,0.96,,,
2320,1,0.7,0.97,,,
2321,0,0.7,0.68,,,
2322,0,0.7,0.47,,,
2323,0,0.7,0.33,,,
2324,0,0.7,0.23,,,
2325,0,0.7,0.16,,,
2326,0,0.7,0.11,,,
2327,0,0.7,0.08,,,
2328,0,0.7,0.05,,,
2329,0,0.7,0.04,,,
2330,0,0.7,0.03,,,
2331,1,0.7,0.32,,,
2332,1,0.7,0.53,,,
2333,1,0.7,0.67,,,
2334,1,0.7,0.77,,,
2335,1,0.7,0.84,,,
2336,1,0.7,0.89,,,
2337,1,0.7,0.92,,,
2338,1,0.7,0.95,,,
2339,1,0.7,0.96,,,
2340,1,0.7,0.97,,,
2341,0,0.7,0.68,,,
2342,0,0.7,0.47,,,
2343,0,0.7,0.33,,,
2344,0,0.7,0.23,,,
2345,0,0.7,0.16,,,
2346,0,0.7,0.11,,,
2347,0,0.7,0.08,,,
2348,0,0.7,0.05,,,
2349,0,0.7,0.04,,,
2350,0,0.7,0.03,,,
2351,1,0.7,0.32,,,
2352,1,0.7,0.53,,,
2353,1,0.7,0.67,,,
2354,1,0.7,0.77,,,
2355,1,0.7,0.84,,,
2356,1,0.7,0.89,,,
2357,1,0.7,0.92,,,
2358,1,0.7,0.95,,,
2359,1,0.7,0.96,,,
2360,1,0.7,0.97,,,
2361,0,0.7,0.68,,,
2362,0,0.7,0.47,,,
2363,0,0.7,0.33,,,
2364,0,0.7,0.23,,,
2365,0,0.7,0.16,,,
2366,0,0.7,0.11,,,
2367,0,0.7,0.08,,,
2368,0,0.7,0.05,,,
2369,0,0.7,0.04,,,
2370,0,0.7,0.03,,,
2371,1,0.7,0.32,,,
2372,1,0.7,0.53,,,
2373,1,0.7,0.67,,,
2374,1,0.7,0.77,,,
2375,1,0.7,0.84,,,
2376,1,0.7,0.89,,,
2377,1,0.7,0.92,,,
2378,1,0.7,0.95,,,
2379,1,0.7,0.96,,,
2380,1,0.7,0.97,,,
2381,0,0.7,0.68,,,
2382,0,0.7,0.47,,,
2383,0,0.7,0.33,,,
2384,0,0.7,0.23,,,
2385,0,0.7,0.16,,,
2386,0,0.7,0.11,,,
2387,0,0.7,0.08,,,
2388,0,0.7,0.05,,,
2389,0,0.7,0.04,,,
2390,0,0.7,0.03,,,
2391,1,0.7,0.32,,,
2392,1,0.7,0.53,,,
2393,1,0.7,0.67,,,
2394,1,0.7,0.77,,,
2395,1,0.7,0.84,,,
2396,1,0.7,0.89,,,
2397,1,0.7,0.92,,,
2398,1,0.7,0.95,,,
2399,1,0.7,0.96,,,
2400,1,0.7,0.97,,,
2401,0,0.7,0.68,,,
2402,0,0.7,0.47,,,
2403,0,0.7,0.33,,,
2404,0,0.7,0.23,,,
2405,0,0.7,0.16,,,
2406,0,0.7,0.11,,,
2407,0,0.7,0.08,,,
2408,0,0.7,0.05,,,
2409,0,0.7,0.04,,,
2410,0,0.7,0.03,,,
2411,1,0.7,0.32,,,
2412,1,0.7,0.53,,,
2413,1,0.7,0.67,,,
2414,1,0.7,0.77,,,
2415,1,0.7,0.84,,,
2416,1,0.7,0.89,,,
2417,1,0.7,0.92,,,
2418,1,0.7,0.95,,,
2419,1,0.7,0.96,,,
2420,1,0.7,0.97,,,
2421,0,0.7,0.68,,,
2422,0,0.7,0.47,,,
2423,0,0.7,0.33,,,
2424,0,0.7,0.23,,,
2425,0,0.7,0.16,,,
2426,0,0.7,0.11,,,
2427,0,0.7,0.08,,,
2428,0,0.7,0.05,,,
2429,0,0.7,0.04,,,
2430,0,0.7,0.03,,,
2431,1,0.7,0.32,,,
2432,1,0.7,0.53,,,
2433,1,0.7,0.67,,,
2434,1,0.7,0.77,,,
2435,1,0.7,0.84,,,
2436,1,0.7,0.89,,,
2437,1,0.7,0.92,,,
2438,1,0.7,0.95,,,
2439,1,0.7,0.96,,,
2440,1,0.7,0.97,,,
2441,0,0.7,0.68,,,
2442,0,0.7,0.47,,,
2443,0,0.7,0.33,,,
2444,0,0.7,0.23,,,
2445,0,0.7,0.16,,,
2446,0,0.7,0.11,,,
2447,0,0.7,0.08,,,
2448,0,0.7,0.05,,,
2449,0,0.7,0.04,,,
2450,0,0.7,0.03,,,
2451,1,0.7,0.32,,,
2452,1,0.7,0.53,,,
2453,1,0.7,0.67,,,
2454,1,0.7,0.77,,,
2455,1,0.7,0.84,,,
2456,1,0.7,0.89,,,
2457,1,0.7,0.92,,,
2458,1,0.7,0.95,,,
2459,1,0.7,0.96,,,
2460,1,0.7,0.97,,,
2461,0,0.7,0.68,,,
2462,0,0.7,0.47,,,
2463,0,0.7,0.33,,,
2464,0,0.7,0.23,,,
2465,0,0.7,0.16,,,
2466,0,0.7,0.11,,,
2467,0,0.7,0.08,,,
2468,0,0.7,0.05,,,
2469,0,0.7,0.04,,,
2470,0,0.7,0.03,,,
2471,1,0.7,0.32,,,
2472,1,0.7,0.53,,,
2473,1,0.7,0.67,,,
2474,1,0.7,0.77,,,
2475,1,0.7,0.84,,,
2476,1,0.7,0.89,,,
2477,1,0.7,0.92,,,
2478,1,0.7,0.95,,,
2479,1,0.7,0.96,,,
2480,1,0.7,0.97,,,
2481,0,0.7,0.68,,,
2482,0,0.7,0.47,,,
2483,0,0.7,0.33,,,
2484,0,0.7,0.23,,,
2485,0,0.7,0.16,,,
2486,0,0.7,0.11,,,
2487,0,0.7,0.08,,,
2488,0,0.7,0.05,,,
2489,0,0.7,0.04,,,
2490,0,0.7,0.03,,,
2491,1,0.7,0.32,,,
2492,1,0.7,0.53,,,
2493,1,0.7,0.67,,,
2494,1,0.7,0.77,,,
2495,1,0.7,0.84,,,
2496,1,0.7,0.89,,,
2497,1,0.7,0.92,,,
2498,1,0.7,0.95,,,
2499,1,0.7,0.96,,,
2500,1,0.7,0.97,,,
2501,0,0.7,0.68,,,
2502,0,0.7,0.47,,,
2503,0,0.7,0.33,,,
2504,0,0.7,0.23,,,
2505,0,0.7,0.16,,,
2506,0,0.7,0.11,,,
2507,0,0.7,0.08,,,
2508,0,0.7,0.05,,,
2509,0,0.7,0.04,,,
2510,0,0.7,0.03,,,
2511,1,0.7,0.32,,,
2512,1,0.7,0.53,,,
2513,1,0.7,0.67,,,
2514,1,0.7,0.77,,,
2515,1,0.7,0.84,,,
2516,1,0.7,0.89,,,
2517,1,0.7,0.92,,,
2518,1,0.7,0.95,,,
2519,1,0.7,0.96,,,
2520,1,0.7,0.97,,,
2521,0,0.7,0.68,,,
2522,0,0.7,0.47,,,
2523,0,0.7,0.33,,,
2524,0,0.7,0.23,,,
2525,0,0.7,0.16,,,
2526,0,0.7,0.11,,,
2527,0,0.7,0.08,,,
2528,0,0.7,0.05,,,
2529,0,0.7,0.04,,,
2530,0,0.7,0.03,,,
2531,1,0.7,0.32,,,
2532,1,0.7,0.53,,,
2533,1,0.7,0.67,,,
2534,1,0.7,0.77,,,
2535,1,0.7,0.84,,,
2536,1,0.7,0.89,,,
2537,1,0.7,0.92,,,
2538,1,0.7,0.95,,,
2539,1,0.7,0.96,,,
2540,1,0.7,0.97,,,
2541,0,0.7,0.68,,,
2542,0,0.7,0.47,,,
2543,0,0.7,0.33,,,
2544,0,0.7,0.23,,,
2545,0,0.7,0.16,,,
2546,0,0.7,0.11,,,
2547,0,0.7,0.08,,,
2548,0,0.7,0.05,,,
2549,0,0.7,0.04,,,
2550,0,0.7,0.03,,,
2551,1,0.7,0.32,,,
2552,1,0.7,0.53,,,
2553,1,0.7,0.67,,,
2554,1,0.7,0.77,,,
2555,1,0.7,0.84,,,
2556,1,0.7,0.89,,,
2557,1,0.7,0.92,,,
2558,1,0.7,0.95,,,
2559,1,0.7,0.96,,,
2560,1,0.7,0.97,,,
2561,0,0.7,0.68,,,
2562,0,0.7,0.47,,,
2563,0,0.7,0.33,,,
2564,0,0.7,0.23,,,
2565,0,0.7,0.16,,,
2566,0,0.7,0.11,,,
2567,0,0.7,0.08,,,
2568,0,0.7,0.05,,,
2569,0,0.7,0.04,,,
2570,0,0.7,0.03,,,
2571,1,0.7,0.32,,,
2572,1,0.7,0.53,,,
2573,1,0.7,0.67,,,
2574,1,0.7,0.77,,,
2575,1,0.7,0.84,,,
2576,1,0.7,0.89,,,
2577,1,0.7,0.92,,,
2578,1,0.7,0.95,,,
2579,1,0.7,0.96,,,
2580,1,0.7,0.97,,,
2581,0,0.7,0.68,,,
2582,0,0.7,0.47,,,
2583,0,0.7,0.33,,,
2584,0,0.7,0.23,,,
2585,0,0.7,0.16,,,
2586,0,0.7,0.11,,,
2587,0,0.7,0.08,,,
2588,0,0.7,0.05,,,
2589,0,0.7,0.04,,,
2590,0,0.7,0.03,,,
2591,1,0.7,0.32,,,
2592,1,0.7,0.53,,,
2593,1,0.7,0.67,,,
2594,1,0.7,0.77,,,
2595,1,0.7,0.84,,,
2596,1,0.7,0.89,,,
2597,1,0.7,0.92,,,
2598,1,0.7,0.95,,,
2599,1,0.7,0.96,,,
2600,1,0.7,0.97,,,
2601,0,0.7,0.68,,,
2602,0,0.7,0.47,,,
2603,0,0.7,0.33,,,
2604,0,0.7,0.23,,,
2605,0,0.7,0.16,,,
2606,0,0.7,0.11,,,
2607,0,0.7,0.08,,,
2608,0,0.7,0.05,,,
2609,0,0.7,0.04,,,
2610,0,0.7,0.03,,,
2611,1,0.7,0.32,,,
2612,1,0.7,0.53,,,
2613,1,0.7,0.67,,,
2614,1,0.7,0.77,,,
2615,1,0.7,0.84,,,
2616,1,0.7,0.89,,,
2617,1,0.7,0.92,,,
2618,1,0.7,0.95,,,
2619,1,0.7,0.96,,,
2620,1,0.7,0.97,,,
2621,0,0.7,0.68,,,
2622,0,0.7,0.47,,,
2623,0,0.7,0.33,,,
2624,0,0.7,0.23,,,
2625,0,0.7,0.16,,,
2626,0,0.7,0.11,,,
2627,0,0.7,0.08,,,
2628,0,0.7,0.05,,,
2629,0,0.7,0.04,,,
2630,0,0.7,0.03,,,
2631,1,0.7,0.32,,,
2632,1,0.7,0.53,,,
2633,1,0.7,0.67,,,
2634,1,0.7,0.77,,,
2635,1,0.7,0.84,,,
2636,1,0.7,0.89,,,
2637,1,0.7,0.92,,,
2638,1,0.7,0.95,,,
2639,1,0.7,0.96,,,
2640,1,0.7,0.97,,,
2641,0,0.7,0.68,,,
2642,0,0.7,0.47,,,
2643,0,0.7,0.33,,,
2644,0,0.7,0.23,,,
2645,0,0.7,0.16,,,
2646,0,0.7,0.11,,,
2647,0,0.7,0.08,,,
2648,0,0.7,0.05,,,
2649,0,0.7,0.04,,,
2650,0,0.7,0.03,,,
2651,1,0.7,0.32,,,
2652,1,0.7,0.53,,,
