0,0,1,
22976,1,0,1
22977,1,0,1
22978,1,0,1
22979,1,0,1
22980,1,0,1
22981,0,0,0
22982,0,0,0
22983,0,0,0
22984,0,0,0
22985,0,0,0
22986,0,0,0
22987,0,0,0
22988,0,0,0
22989,0,0,0
22990,0,0,0
22991,1,0,1
22992,1,0,1
22993,1,0,1
22994,1,0,1
22995,1,0,1
22996,1,0,1
22997,1,0,1
22998,1,0,1
22999,1,0,1
23000,1,0,1
23001,0,0,0
23002,0,0,0
23003,0,0,0
23004,0,0,0
23005,0,0,0
23006,0,0,0
23007,0,0,0
23008,0,0,0
23009,0,0,0
23010,0,0,0
23011,1,0,1
23012,1,0,1
23013,1,0,1
23014,1,0,1
23015,1,0,1
23016,1,0,1
23017,1,0,1
23018,1,0,1
23019,1,0,1
23020,1,0,1
23021,0,0,0
23022,0,0,0
23023,0,0,0
23024,0,0,0
23025,0,0,0
23026,0,0,0
23027,0,0,0
23028,0,0,0
23029,0,0,0
23030,0,0,0
23031,1,0,1
23032,1,0,1
23033,1,0,1
23034,1,0,1
23035,1,0,1
23036,1,0,1
23037,1,0,1
23038,1,0,1
23039,1,0,1
23040,1,0,1
23041,0,0,0
23042,0,0,0
23043,0,0,0
23044,0,0,0
23045,0,0,0
23046,0,0,0
23047,0,0,0
23048,0,0,0
23049,0,0,0
23050,0,0,0
23051,1,0,1
23052,1,0,1
23053,1,0,1
23054,1,0,1
23055,1,0,1
23056,1,0,1
23057,1,0,1
23058,1,0,1
23059,1,0,1
23060,1,0,1
23061,0,0,0
23062,0,0,0
23063,0,0,0
23064,0,0,0
23065,0,0,0
23066,0,0,0
23067,0,0,0
23068,0,0,0
23069,0,0,0
23070,0,0,0
23071,1,0,1
23072,1,0,1
23073,1,0,1
23074,1,0,1
23075,1,0,1
23076,1,0,1
23077,1,0,1
23078,1,0,1
23079,1,0,1
23080,1,0,1
23081,0,0,0
23082,0,0,0
23083,0,0,0
23084,0,0,0
23085,0,0,0
23086,0,0,0
23087,0,0,0
23088,0,0,0
23089,0,0,0
23090,0,0,0
23091,1,0,1
23092,1,0,1
23093,1,0,1
23094,1,0,1
23095,1,0,1
23096,1,0,1
23097,1,0,1
23098,1,0,1
23099,1,0,1
23100,1,0,1
23101,0,0,0
23102,0,0,0
23103,0,0,0
23104,0,0,0
23105,0,0,0
23106,0,0,0
23107,0,0,0
23108,0,0,0
23109,0,0,0
23110,0,0,0
23111,1,0,1
23112,1,0,1
23113,1,0,1
23114,1,0,1
23115,1,0,1
23116,1,0,1
23117,1,0,1
23118,1,0,1
23119,1,0,1
23120,1,0,1
23121,0,0,0
23122,0,0,0
23123,0,0,0
23124,0,0,0
23125,0,0,0
23126,0,0,0
23127,0,0,0
23128,0,0,0
23129,0,0,0
23130,0,0,0
23131,1,0,1
23132,1,0,1
23133,1,0,1
23134,1,0,1
23135,1,0,1
23136,1,0,1
23137,1,0,1
23138,1,0,1
23139,1,0,1
23140,1,0,1
23141,0,0,0
23142,0,0,0
23143,0,0,0
23144,0,0,0
23145,0,0,0
23146,0,0,0
23147,0,0,0
23148,0,0,0
23149,0,0,0
23150,0,0,0
23151,1,0,1
23152,1,0,1
23153,1,0,1
23154,1,0,1
23155,1,0,1
23156,1,0,1
23157,1,0,1
23158,1,0,1
23159,1,0,1
23160,1,0,1
23161,0,0,0
23162,0,0,0
23163,0,0,0
23164,0,0,0
23165,0,0,0
23166,0,0,0
23167,0,0,0
23168,0,0,0
23169,0,0,0
23170,0,0,0
23171,1,0,1
23172,1,0,1
23173,1,0,1
23174,1,0,1
23175,1,0,1
23176,1,0,1
23177,1,0,1
23178,1,0,1
23179,1,0,1
23180,1,0,1
23181,0,0,0
23182,0,0,0
23183,0,0,0
23184,0,0,0
23185,0,0,0
23186,0,0,0
23187,0,0,0
23188,0,0,0
23189,0,0,0
23190,0,0,0
23191,1,0,1
23192,1,0,1
23193,1,0,1
23194,1,0,1
23195,1,0,1
23196,1,0,1
23197,1,0,1
23198,1,0,1
23199,1,0,1
23200,1,0,1
23201,0,0,0
23202,0,0,0
23203,0,0,0
23204,0,0,0
23205,0,0,0
23206,0,0,0
23207,0,0,0
23208,0,0,0
23209,0,0,0
23210,0,0,0
23211,1,0,1
23212,1,0,1
23213,1,0,1
23214,1,0,1
23215,1,0,1
23216,1,0,1
23217,1,0,1
23218,1,0,1
23219,1,0,1
23220,1,0,1
23221,0,0,0
23222,0,0,0
23223,0,0,0
23224,0,0,0
23225,0,0,0
23226,0,0,0
23227,0,0,0
23228,0,0,0
23229,0,0,0
23230,0,0,0
23231,1,0,1
23232,1,0,1
23233,1,0,1
23234,1,0,1
23235,1,0,1
23236,1,0,1
23237,1,0,1
23238,1,0,1
23239,1,0,1
23240,1,0,1
23241,0,0,0
23242,0,0,0
23243,0,0,0
23244,0,0,0
23245,0,0,0
23246,0,0,0
23247,0,0,0
23248,0,0,0
23249,0,0,0
23250,0,0,0
23251,1,0,1
23252,1,0,1
23253,1,0,1
23254,1,0,1
23255,1,0,1
23256,1,0,1
23257,1,0,1
23258,1,0,1
23259,1,0,1
23260,1,0,1
23261,0,0,0
23262,0,0,0
23263,0,0,0
23264,0,0,0
23265,0,0,0
23266,0,0,0
23267,0,0,0
23268,0,0,0
23269,0,0,0
23270,0,0,0
23271,1,0,1
23272,1,0,1
23273,1,0,1
23274,1,0,1
23275,1,0,1
23276,1,0,1
23277,1,0,1
23278,1,0,1
23279,1,0,1
23280,1,0,1
23281,0,0,0
23282,0,0,0
23283,0,0,0
23284,0,0,0
23285,0,0,0
23286,0,0,0
23287,0,0,0
23288,0,0,0
23289,0,0,0
23290,0,0,0
23291,1,0,1
23292,1,0,1
23293,1,0,1
23294,1,0,1
23295,1,0,1
23296,1,0,1
23297,1,0,1
23298,1,0,1
23299,1,0,1
23300,1,0,1
23301,0,0,0
23302,0,0,0
23303,0,0,0
23304,0,0,0
23305,0,0,0
23306,0,0,0
23307,0,0,0
23308,0,0,0
23309,0,0,0
23310,0,0,0
23311,1,0,1
23312,1,0,1
23313,1,0,1
23314,1,0,1
23315,1,0,1
23316,1,0,1
23317,1,0,1
23318,1,0,1
23319,1,0,1
23320,1,0,1
23321,0,0,0
23322,0,0,0
23323,0,0,0
23324,0,0,0
23325,0,0,0
23326,0,0,0
23327,0,0,0
23328,0,0,0
23329,0,0,0
23330,0,0,0
23331,1,0,1
23332,1,0,1
23333,1,0,1
23334,1,0,1
23335,1,0,1
23336,1,0,1
23337,1,0,1
23338,1,0,1
23339,1,0,1
23340,1,0,1
23341,0,0,0
23342,0,0,0
23343,0,0,0
23344,0,0,0
